"keys","vals"
"slap",2
"slavery",1
"sleep",19
"sleeping",12
"sleepy",2
"slept",3
"slice",3
"sliced",1
"slices",1
"slide",2
"slight",2
"slightly",12
"slim",1
"slip",3
"slipped",1
"slot",2
"slow",21
"slowed",0
"slower",2
"slowly",4
"small",38
"smaller",8
"smallest",1
"smart",19
"smarter",2
"smartphone",3
"smash",1
"smell",10
"smells",3
"smile",9
"smiled",2
"smiles",4
"smiling",4
"smith",6
"smiths",1
"smoke",10
"smoked",2
"smoking",8
"smooth",7
"smoothly",2
"snack",2
"snacks",4
"snake",2
"snap",3
"snapped",0
"sneak",3
"snow",9
"so",484
"soap",2
"socalled",3
"soccer",5
"social",28
"society",13
"socks",1
"soda",3
"sodium",0
"soft",5
"softball",1
"software",6
"soil",2
"solar",4
"sold",22
"soldier",2
"soldiers",5
"sole",1
"solely",3
"solid",8
"solo",4
"solution",5
"solutions",1
"solve",4
"solved",4
"some",233
"somebody",13
"someday",6
"somehow",9
"someone",68
"someones",5
"something",104
"sometime",0
"sometimes",32
"somewhat",6
"somewhere",11
"son",15
"song",24
"songs",25
"sons",5
"soon",27
"sooner",2
"sophisticated",2
"sophomore",3
"sore",2
"sorry",13
"sort",12
"sorts",2
"sought",1
"soul",11
"souls",3
"sound",21
"sounded",4
"sounding",2
"sounds",8
"soundtrack",1
"soup",12
"sour",2
"source",7
"sources",8
"south",23
"southeast",0
"southern",7
"southwest",1
"sox",3
"soy",0
"sp",1
"spa",3
"space",38
"spaces",4
"spain",5
"spam",0
"span",2
"spanish",7
"spare",2
"spark",2
"speak",15
"speaker",5
"speakers",2
"speaking",13
"speaks",5
"special",37
"specialist",1
"specials",1
"specialty",0
"species",5
"specific",12
"specifically",0
"spectacular",3
"spectrum",2
"speculation",2
"speech",7
"speed",11
"spell",6
"spelling",1
"spencer",1
"spend",18
"spending",18
"spends",2
"spent",23
"spice",3
"spices",2
"spicy",2
"spider",1
"spike",0
"spin",2
"spinach",3
"spinning",0
"spirit",10
"spirits",4
"spiritual",5
"spit",2
"spite",1
"splash",1
"split",5
"spoke",5
"spoken",3
"spokesman",1
"spokeswoman",0
"sponsor",3
"sponsored",2
"sponsors",1
"spoon",2
"sport",8
"sporting",4
"sports",21
"spot",20
"spotlight",2
"spots",4
"spotted",2
"spouse",2
"spray",4
"spread",7
"spreading",2
"spring",25
"springs",2
"sprinkle",0
"sprint",1
"spurs",2
"squad",1
"square",17
"squash",4
"squeeze",1
"sr",0
"ss",1
"st",27
"stability",0
"stable",1
"stack",2
"stadium",3
"staff",16
"stage",12
"stages",2
"stairs",3
"stake",2
"stakes",1
"stamp",2
"stamped",0
"stamps",1
"stance",0
"stand",23
"standard",4
"standards",7
"standing",15
"stands",5
"stanford",1
"stanley",2
"star",22
"starbucks",3
"stare",3
"staring",3
"stark",2
"starring",1
"stars",10
"start",54
"started",38
"starter",2
"starters",1
"starting",29
"starts",10
"startup",2
"starving",1
"stash",2
"state",55
"stated",2
"statement",9
"statements",3
"states",14
"statewide",0
"stating",2
"station",12
"stations",4
"statistics",1
"stats",3
"statue",2
"status",7
"stay",27
"stayed",7
"staying",15
"stays",2
"steadily",0
"steady",6
"steak",5
"steal",4
"stealing",4
"steam",2
"steel",4
"steelers",1
"steep",1
"stem",0
"step",20
"stephanie",1
"stephen",3
"stepped",3
"stepping",2
"steps",10
"stern",2
"steve",5
"steven",2
"stewart",1
"stick",11
"sticker",2
"stickers",1
"sticking",1
"sticks",1
"sticky",2
"still",79
"stimulus",0
"stir",3
"stirring",0
"stitch",1
"stock",7
"stocks",1
"stoked",0
"stole",4
"stolen",5
"stomach",6
"stone",8
"stones",3
"stood",3
"stop",41
"stopped",17
"stopping",2
"stops",2
"storage",4
"store",29
"stored",1
"stores",5
"stories",25
"storm",9
"storms",2
"story",37
"storytelling",3
"stout",2
"straight",17
"strain",0
"strained",0
"strange",10
"stranger",2
"strangers",2
"strategic",1
"strategies",1
"strategy",5
"strawberries",2
"strawberry",2
"streak",4
"stream",3
"streaming",0
"streams",0
"street",20
"streets",3
"strength",7
"strengthen",2
"strengths",2
"stress",5
"stressed",3
"stressful",7
"stretch",5
"stretched",0
"strict",1
"strictly",2
"strike",6
"strikes",3
"striking",2
"string",2
"strings",3
"strip",6
"stroke",2
"strong",23
"stronger",11
"strongest",1
"strongly",3
"struck",3
"structure",2
"structures",2
"struggle",6
"struggled",1
"struggles",1
"struggling",3
"stuck",17
"student",17
"students",41
"studied",1
"studies",9
"studio",9
"studios",3
"study",12
"studying",6
"stuff",29
"stuffed",3
"stumbled",0
"stunning",5
"stupid",13
"style",16
"styles",3
"sub",1
"subject",9
"subjects",0
"submission",1
"submit",6
"submitted",3
"subsequent",1
"substance",1
"substantial",1
"substitute",0
"subtle",2
"suburban",2
"suburbs",1
"subway",3
"succeed",3
"succeeded",2
"success",17
"successful",18
"successfully",1
"such",60
"suck",2
"sucked",1
"sucks",2
"sudden",4
"suddenly",8
"sue",2
"sued",2
"suffer",3
"suffered",1
"suffering",4
"sufficient",3
"sugar",11
"suggest",4
"suggested",5
"suggesting",2
"suggestion",3
"suggestions",5
"suggests",1
"suicide",3
"suit",9
"suite",1
"suits",3
"sullivan",1
"sum",3
"summary",2
"summer",25
"summers",0
"summit",2
"sun",5
"sunday",34
"sundays",5
"sunny",5
"suns",1
"sunset",5
"sunshine",3
"super",14
"superintendent",0
"superior",3
"supervisor",0
"supplies",4
"supply",2
"support",44
"supported",3
"supporter",1
"supporters",5
"supporting",9
"supportive",2
"supports",3
"suppose",2
"supposed",15
"supposedly",0
"supreme",2
"sure",36
"surely",6
"surf",1
"surface",2
"surgery",9
"surprise",16
"surprised",14
"surprises",2
"surprising",6
"surprisingly",4
"surrender",0
"surrounded",4
"surrounding",2
"surveillance",1
"survey",3
"surveys",0
"survival",4
"survive",4
"survived",4
"survivor",1
"survivors",1
"susan",3
"sushi",2
"suspect",6
"suspected",1
"suspects",0
"suspended",4
"suspension",2
"suspicion",0
"suspicious",1
"sustainable",2
"sustained",0
"swallow",1
"swap",3
"swear",2
"sweat",6
"sweater",2
"sweep",4
"sweeping",0
"sweet",23
"sweetie",0
"sweetness",3
"swept",1
"swift",1
"swim",5
"swimming",6
"swing",4
"swiss",2
"switch",5
"switched",2
"sxsw",1
"sydney",1
"symbol",2
"symphony",2
"symptoms",3
"syndrome",1
"syracuse",2
"syria",2
"syrup",1
"system",30
"systems",3
"t",7
"tab",1
"table",14
"tables",2
"tablet",4
"tackle",4
"tackles",0
"taco",1
"tacos",2
"tactics",0
"tad",1
"tag",5
"tags",0
"tail",3
"take",77
"taken",25
"takes",14
"taking",46
"tale",3
"talent",14
"talented",10
"talents",3
"tales",2
"talk",35
"talked",13
"talking",40
"talks",6
"tall",11
"tampa",3
"tan",3
"tank",4
"tap",1
"tape",6
"target",8
"targeted",2
"targets",0
"tart",1
"task",8
"tasks",2
"taste",13
"tasted",4
"tastes",3
"tasting",3
"tasty",3
"tattoo",2
"tattoos",3
"taught",13
"tavern",2
"tax",14
"taxes",9
"taxi",2
"taxpayers",0
"taylor",6
"tea",17
"teach",9
"teacher",14
"teachers",16
"teaches",3
"teaching",13
"team",51
"teammate",1
"teammates",3
"teams",20
"tear",5
"tears",8
"teaspoon",0
"tech",5
"technical",2
"technically",3
"technique",1
"techniques",1
"technologies",1
"technology",13
"ted",4
"teddy",1
"tee",2
"teen",6
"teenage",2
"teenager",2
"teenagers",1
"teens",3
"teeth",9
"telephone",0
"television",8
"tell",36
"telling",27
"tells",7
"temperature",2
"temperatures",0
"temple",2
"temporary",3
"tempted",2
"ten",10
"tend",4
"tendency",2
"tender",1
"tends",2
"tennessee",3
"tennis",3
"tens",0
"tension",1
"tent",2
"tenure",1
"tequila",2
"term",8
"terminal",0
"terms",6
"terrible",11
"terribly",2
"terrific",2
"territory",1
"terror",3
"terrorism",1
"terrorist",0
"terry",1
"test",19
"testament",2
"tested",4
"testified",0
"testimony",1
"testing",5
"tests",7
"texans",0
"texas",12
"text",11
"texted",1
"texting",0
"texts",3
"texture",2
"th",35
"thai",3
"than",108
"thank",20
"thankful",4
"thankfully",0
"thanks",27
"thanksgiving",7
"that",1343
"thatll",1
"thats",122
"the",2602
"theater",7
"theaters",2
"theatre",2
"theft",2
"their",240
"theirs",3
"them",231
"theme",5
"themes",0
"themselves",14
"then",120
"theory",6
"therapist",3
"therapy",3
"there",273
"therefore",2
"theres",57
"these",95
"they",353
"theyd",6
"theyll",10
"theyre",44
"theyve",9
"thick",4
"thin",7
"thing",56
"things",114
"think",57
"thinking",51
"thinks",9
"third",14
"thirty",0
"this",709
"thomas",8
"thompson",2
"thoroughly",2
"those",101
"thou",1
"though",53
"thought",43
"thoughtful",2
"thoughts",11
"thousand",5
"thousands",6
"thread",1
"threat",5
"threaten",1
"threatened",3
"threatening",2
"threats",0
"three",54
"threw",3
"thrilled",6
"throat",4
"through",110
"throughout",1
"throw",13
"throwing",9
"thrown",7
"throws",1
"thru",1
"thumb",4
"thumbs",3
"thunder",2
"thursday",20
"thursdays",3
"thus",1
"thy",0
"ticket",7
"tickets",16
"tie",4
"tied",8
"ties",1
"tiger",3
"tigers",3
"tight",5
"til",1
"till",4
"tim",7
"timbers",0
"time",160
"timeline",0
"times",57
"timing",4
"timothy",0
"tin",1
"tiny",10
"tip",4
"tips",4
"tire",1
"tired",20
"tires",1
"tissue",1
"titanic",3
"title",7
"titled",0
"titles",1
"to",2447
"toast",2
"toasted",1
"tobacco",0
"today",121
"todays",13
"todd",1
"toddler",2
"toe",2
"toes",4
"together",63
"toilet",4
"tokyo",2
"told",45
"toll",2
"tom",10
"tomato",5
"tomatoes",3
"tommy",3
"tomorrow",17
"tomorrows",1
"ton",1
"tone",4
"tongue",5
"tonight",21
"tonights",2
"tons",1
"tony",6
"too",157
"took",24
"tool",3
"tools",6
"top",26
"topic",4
"topics",2
"topped",1
"topping",0
"tops",1
"torn",3
"tornado",2
"toronto",2
"torture",2
"toss",2
"tossed",1
"total",10
"totally",19
"touch",12
"touchdowns",0
"touched",7
"touches",2
"touching",3
"tough",16
"tour",17
"touring",1
"tourism",0
"tourist",2
"tourists",1
"tournament",3
"tourney",1
"tours",0
"toward",7
"towards",5
"towel",2
"tower",3
"towers",2
"town",25
"towns",1
"township",0
"toxic",1
"toy",3
"toyota",2
"toys",3
"trace",0
"track",18
"tracking",1
"tracks",5
"trade",12
"traded",3
"trading",3
"tradition",2
"traditional",5
"traditionally",1
"traditions",0
"traffic",10
"tragedy",4
"tragic",3
"trail",4
"trailer",2
"trails",1
"train",5
"trained",5
"trainer",3
"training",15
"trains",4
"transfer",4
"transferred",1
"transform",2
"transformation",1
"transformed",2
"transit",2
"transition",5
"translate",2
"translation",2
"transport",1
"transportation",4
"trap",2
"trapped",2
"trash",4
"trauma",2
"travel",13
"traveled",2
"travelers",0
"traveling",8
"travels",0
"travis",0
"trayvon",4
"treasure",2
"treasury",2
"treat",11
"treated",5
"treating",2
"treatment",6
"treatments",1
"treats",5
"tree",14
"trees",7
"tremendous",2
"trend",6
"trending",0
"trends",2
"trenton",0
"trial",8
"trials",2
"tribe",2
"tribune",1
"tribute",3
"trick",4
"tricks",1
"tricky",4
"tried",22
"tries",4
"trigger",2
"trillion",2
"trilogy",1
"trim",2
"trio",1
"trip",19
"triple",3
"trips",6
"trivia",0
"troops",5
"trophy",4
"tropical",2
"trouble",15
"troubled",2
"troubles",1
"troy",0
"truck",7
"trucks",1
"true",37
"truly",21
"trust",19
"trusted",2
"trustees",1
"truth",10
"try",45
"trying",62
"tshirt",3
"tshirts",2
"tsunami",2
"tub",3
"tube",3
"tucked",0
"tucson",2
"tuesday",14
"tuesdays",2
"tuition",0
"tumblr",0
"tuna",3
"tune",5
"tuned",1
"tunes",3
"tunnel",2
"turkey",7
"turn",29
"turned",22
"turner",0
"turning",14
"turnout",0
"turns",7
"tutorial",0
"tv",24
"tvs",1
"tweet",4
"tweeted",4
"tweeting",0
"tweets",4
"twelve",2
"twenty",1
"twice",11
"twilight",5
"twin",2
"twins",1
"twist",3
"twisted",2
"twitter",15
"two",119
"ty",3
"tying",0
"tyler",2
"type",14
"types",7
"typical",3
"typically",2
"typing",1
"u",14
"ua",0
"uc",1
"ucla",2
"ugh",0
"ugly",8
"uh",0
"ui",0
"uk",4
"ultimate",1
"ultimately",5
"um",0
"un",2
"unable",3
"unacceptable",2
"unbelievable",3
"uncertainty",1
"uncle",4
"unclear",1
"uncomfortable",4
"under",44
"underground",2
"underneath",0
"understand",28
"understanding",8
"understands",3
"understood",3
"underway",1
"underwear",1
"unemployed",1
"unemployment",5
"unexpected",2
"unfair",4
"unfortunate",4
"unfortunately",5
"unhappy",0
"unified",1
"uniform",3
"union",9
"unions",2
"unique",13
"unit",5
"united",6
"units",0
"unity",2
"universal",6
"universe",4
"universities",1
"university",15
"universitys",0
"unknown",5
"unless",7
"unlike",3
"unlikely",2
"unnecessary",1
"until",69
"unto",0
"unusual",3
"unwanted",1
"up",422
"upcoming",5
"update",4
"updated",2
"updates",6
"upgrade",3
"upload",0
"upon",14
"upper",5
"ups",3
"upset",12
"upside",3
"upstairs",1
"ur",0
"urban",8
"urge",3
"urged",0
"us",149
"usa",3
"usc",1
"use",67
"used",50
"useful",8
"useless",1
"user",2
"users",10
"uses",6
"using",40
"usual",7
"usually",17
"utah",4
"utility",1
"utterly",2
"v",3
"va",3
"vacant",0
"vacation",10
"vague",2
"valentine",2
"valentines",2
"valid",3
"valley",10
"valuable",8
"value",14
"valued",1
"values",2
"vampire",3
"van",7
"vancouver",4
"vanilla",3
"varieties",1
"variety",3
"various",10
"vary",1
"vast",2
"vegan",4
"vegas",3
"vegetable",3
"vegetables",2
"vegetarian",1
"veggie",1
"veggies",1
"vehicle",6
"vehicles",1
"velvet",2
"vendors",2
"venture",3
"venue",4
"venues",1
"verdict",1
"verizon",1
"verse",2
"version",11
"versions",1
"versus",0
"very",91
"veteran",2
"veterans",1
"via",3
"vibe",2
"vibrant",2
"vice",3
"victim",3
"victims",4
"victor",0
"victoria",0
"victories",1
"victory",10
"video",27
"videos",5
"vietnam",3
"view",14
"viewed",3
"viewers",0
"viewing",3
"views",8
"vikings",1
"village",6
"vincent",1
"vinegar",6
"vintage",6
"vinyl",1
"violated",0
"violation",3
"violations",0
"violence",5
"violent",6
"vip",2
"virgin",3
"virginia",7
"virtual",3
"virtually",0
"virtue",0
"virus",1
"visa",1
"visible",2
"vision",8
"visit",21
"visited",5
"visiting",13
"visitor",2
"visitors",4
"visits",3
"vista",0
"visual",4
"vital",3
"vitamin",2
"vocal",0
"vocals",4
"vodka",2
"voice",16
"voices",7
"volleyball",0
"volume",5
"volunteer",3
"volunteers",4
"von",0
"vote",14
"voted",7
"voter",0
"voters",5
"votes",6
"voting",5
"vs",2
"vulnerable",0
"w",6
"wa",0
"wade",2
"wage",1
"wages",0
"wait",28
"waited",3
"waiting",24
"wake",12
"waking",1
"walk",19
"walked",8
"walker",4
"walking",20
"walks",5
"wall",10
"wallace",0
"wallet",2
"walls",3
"walmart",4
"walt",0
"walter",0
"wanna",2
"want",52
"wanted",23
"wanting",5
"wants",19
"war",21
"ward",4
"wardrobe",3
"warehouse",1
"warm",15
"warmer",5
"warming",2
"warmth",3
"warned",3
"warner",2
"warning",5
"warrant",1
"warren",1
"warrior",3
"warriors",1
"wars",3
"was",504
"wash",6
"washed",1
"washing",1
"washington",12
"wasnt",14
"waste",9
"wasted",1
"watch",30
"watched",16
"watches",3
"watching",43
"water",43
"waters",1
"watson",1
"wave",6
"waves",3
"way",75
"wayne",0
"ways",30
"we",529
"weak",5
"weakness",0
"wealth",4
"wealthy",2
"weapon",3
"weapons",2
"wear",17
"wearing",19
"wears",2
"weather",21
"web",10
"webinar",0
"website",13
"websites",1
"wed",8
"wedding",14
"weddings",0
"wednesday",14
"wednesdays",2
"wee",1
"weed",3
"weeds",0
"week",45
"weekend",28
"weekends",6
"weekly",7
"weeks",34
"weigh",1
"weighed",0
"weight",20
"weird",13
"welcome",15
"welcomed",0
"welcoming",3
"welfare",2
"well",133
"wellknown",0
"wells",1
"wen",0
"went",39
"were",232
"werent",10
"west",19
"western",6
"wet",7
"weve",27
"what",278
"whatever",20
"whats",41
"wheat",2
"wheel",2
"wheels",3
"when",470
"whenever",3
"where",146
"whereas",0
"wheres",1
"wherever",4
"whether",23
"which",135
"while",93
"whilst",0
"whip",2
"whipped",1
"whiskey",4
"white",34
"whites",3
"whitney",0
"who",262
"whoa",0
"whoever",3
"whole",15
"whom",5
"whore",1
"whos",12
"whose",7
"why",89
"wi",0
"wicked",2
"wide",10
"widely",3
"wider",2
"widespread",0
"wife",12
"wifi",3
"wikipedia",0
"wild",8
"wildlife",3
"will",358
"william",4
"williams",4
"willing",9
"willingness",2
"wilson",3
"win",37
"wind",6
"window",8
"windows",7
"winds",3
"windy",2
"wine",22
"wines",3
"wing",5
"wings",7
"winner",7
"winners",4
"winning",15
"wins",7
"winter",17
"wire",3
"wireless",3
"wisconsin",7
"wisdom",3
"wise",6
"wish",17
"wished",3
"wishes",7
"wishing",4
"wit",1
"witch",3
"with",1162
"within",16
"without",74
"witness",2
"witnessed",2
"witnesses",2
"wives",3
"woke",4
"wolf",3
"wolves",2
"woman",20
"womans",4
"women",41
"womens",9
"won",22
"wonder",15
"wondered",7
"wonderful",22
"wonderfully",2
"wondering",14
"wonders",5
"wont",22
"woo",1
"wood",7
"wooden",4
"woods",2
"woody",1
"word",29
"words",31
"wore",3
"work",117
"worked",22
"worker",4
"workers",9
"workforce",1
"working",64
"workout",6
"workouts",0
"workplace",1
"works",22
"workshop",3
"workshops",0
"world",47
"worlds",3
"worldwide",2
"worn",2
"worried",14
"worries",2
"worry",8
"worrying",4
"worse",24
"worship",2
"worst",6
"worth",25
"worthwhile",2
"worthy",5
"would",134
"wouldnt",16
"wouldve",6
"wound",1
"wounded",1
"wounds",2
"wow",5
"wr",0
"wrap",3
"wrapped",1
"wrapping",2
"wrestling",1
"wright",2
"wrist",2
"write",18
"writer",6
"writers",7
"writes",3
"writing",32
"written",20
"wrong",37
"wrote",10
"wtf",0
"x",9
"xd",0
"xo",0
"xx",0
"y",1
"ya",2
"yahoo",3
"yall",1
"yankees",2
"yard",8
"yards",3
"yarn",1
"ye",0
"yea",0
"yeah",7
"year",59
"yearold",6
"years",90
"yeast",0
"yell",2
"yelled",2
"yelling",1
"yellow",4
"yep",0
"yes",31
"yesterday",14
"yesterdays",2
"yet",46
"yield",1
"yikes",0
"yo",1
"yoga",7
"yogurt",1
"york",1
"yorks",1
"you",622
"youd",6
"youll",25
"young",38
"younger",9
"youngest",1
"your",308
"youre",71
"yours",14
"yourself",29
"yourselves",1
"youth",9
"youtube",8
"youve",24
"yr",0
"yrs",0
"yu",0
"yum",0
"yummy",0
"yup",0
"z",3
"zero",6
"zimmerman",4
"zombie",1
"zombies",2
"zone",11
"zones",1
"zoo",1
